"11al -- First registrations of vehicles, 2001-2025"

"Vehicle class"	"Region"	"2001 Number"	"2002 Number"	"2003 Number"	"2004 Number"	"2005 Number"	"2006 Number"	"2007 Number"	"2008 Number"	"2009 Number"	"2010 Number"	"2011 Number"	"2012 Number"	"2013 Number"	"2014 Number"	"2015 Number"	"2016 Number"	"2017 Number"	"2018 Number"	"2019 Number"	"2020 Number"	"2021 Number"	"2022 Number"	"2023 Number"	"2024 Number"	"2025 Number"
"All automobiles"	"MAINLAND FINLAND"	127509	135367	166234	164741	168121	166673	147854	160998	103023	126418	144433	126514	117756	120111	123484	136441	138099	140393	133520	112974	115297	96651	102730	87817	27691
